ORBIT_CNT,t,DETECTOR,LAYER,COLUMN,EVENT,DRIFT_TIME
1918522866,82073.33333333331,3,4,10,1,123.33333333332848
1918523264,66490.83333333331,3,1,4,1,165.83333333332848
1918523264,66369.16666666669,3,2,4,1,44.166666666671524
1918523264,66494.16666666669,3,3,4,1,169.16666666667152
1918523264,66368.33333333331,3,4,4,1,43.333333333328476
1918523264,66335.0,4,1,4,1,10.0
1918523264,66525.83333333331,4,2,4,1,200.83333333332848
1918523264,66604.16666666669,4,3,4,1,279.16666666667146
1918523264,66547.5,4,4,4,1,222.5
1918525275,18757.5,4,1,11,1,7.5
1918525275,18771.666666666668,4,2,11,1,21.66666666666788
1918525275,18873.33333333333,4,3,11,1,123.33333333333212
1918525275,18768.33333333333,4,4,11,1,18.33333333333212
1918527044,36905.833333333336,3,1,9,1,55.83333333333576
1918527044,36944.16666666666,3,2,9,1,94.16666666666424
1918527044,36871.66666666666,3,3,9,1,21.666666666664238
1918527044,36970.833333333336,3,4,9,1,120.83333333333576
1918529725,36924.16666666666,4,1,2,1,74.16666666666424
1918529725,36870.0,4,2,2,1,20.0
1918529725,36892.5,4,3,2,1,42.5
1918529725,36892.5,4,4,2,1,42.5
1918530914,57440.0,3,1,4,1,90.0
1918530914,57508.33333333334,3,2,4,1,158.33333333333573
1918530914,57408.33333333334,3,3,4,1,58.33333333333576
1918530914,57514.16666666666,3,4,4,1,164.16666666666427
1918532096,42110.0,3,1,6,1,85.0
1918532096,42058.333333333336,3,2,6,1,33.33333333333576
1918532096,42113.333333333336,3,3,6,1,88.33333333333576
1918532096,42041.66666666666,3,4,6,1,16.66666666666424
1918535001,58725.0,4,1,10,1,100.0
1918535001,58650.83333333334,4,2,10,1,25.833333333335762
1918535001,58700.0,4,3,10,1,75.0
1918535001,58701.66666666666,4,4,10,1,76.66666666666424
1918537033,84059.16666666669,3,1,7,2,159.16666666667152
1918537033,83938.33333333331,3,2,7,2,38.333333333328476
1918537033,84088.33333333331,3,3,7,2,188.33333333332848
1918537033,83973.33333333331,3,4,7,2,73.33333333332848
1918539896,39279.16666666666,1,1,11,1,154.16666666666427
1918539896,39179.16666666666,1,2,11,1,54.16666666666424
1918539896,39315.833333333336,1,3,11,1,190.83333333333576
1918539896,39145.0,1,4,11,1,20.0
1918541204,82252.5,4,1,6,1,152.5
1918541204,82205.83333333331,4,2,6,1,105.83333333332848
1918541204,82282.5,4,3,6,1,182.5
1918541204,82200.83333333331,4,4,6,1,100.83333333332848
1918541411,33521.666666666664,3,1,6,1,171.66666666666427
1918541411,33412.5,3,2,6,1,62.5
1918541411,33451.666666666664,3,3,6,1,101.66666666666424
1918541411,33465.833333333336,3,4,6,1,115.83333333333576
1918541786,66550.0,3,1,7,1,100.0
1918541786,66482.5,3,2,7,1,32.5
1918541786,66545.0,3,3,7,1,95.0
1918541786,66480.0,3,4,7,1,30.0
1918545419,35711.666666666664,4,1,9,1,61.66666666666424
1918545419,35822.5,4,2,9,1,172.5
1918545419,35717.5,4,3,9,1,67.5
1918545419,35711.666666666664,4,4,9,1,61.66666666666424
1918546010,60343.33333333334,3,1,7,2,193.33333333333576
1918546010,60158.33333333334,3,2,7,2,8.333333333335759
1918546010,60322.5,3,3,7,2,172.5
1918546010,60171.66666666666,3,4,7,2,21.666666666664238
1918551137,82581.66666666669,3,1,3,1,56.666666666671524
1918551137,82623.33333333331,3,2,3,1,98.33333333332848
1918551137,82596.66666666669,3,3,3,1,71.66666666667152
1918551137,82607.5,3,4,3,1,82.5
1918551599,2559.1666666666665,3,1,6,1,109.1666666666665
1918551599,2645.833333333333,3,2,6,1,195.83333333333348
1918551599,2548.333333333333,3,3,6,1,98.3333333333335
1918551599,2560.0,3,4,6,1,110.0
1918709913,73885.0,3,1,3,2,10.0
1918709913,73947.5,3,2,3,2,72.5
1918709913,73900.83333333331,3,3,3,2,25.833333333328486
1918709913,73952.5,3,4,3,2,77.5
1918713957,57921.66666666666,4,1,9,1,171.66666666666427
1918713957,57770.0,4,2,9,1,20.0
1918713957,57956.66666666666,4,3,9,1,206.66666666666424
1918713957,57977.5,4,4,9,1,227.5
1918714498,61244.16666666666,3,1,9,1,19.166666666664238
1918714498,61435.83333333334,3,2,9,1,210.83333333333576
1918714498,61238.33333333334,3,3,9,1,13.33333333333576
1918714498,61444.16666666666,3,4,9,1,219.16666666666424
1918714632,57377.5,4,1,2,1,52.5
1918714632,57354.16666666666,4,2,2,1,29.166666666664238
1918714632,57344.16666666666,4,3,2,1,19.166666666664238
1918714632,57395.83333333334,4,4,2,1,70.83333333333576
1918715973,66803.33333333331,3,1,8,1,53.333333333328476
1918715973,66770.83333333331,3,2,8,1,20.833333333328486
1918715973,66803.33333333331,3,3,8,1,53.333333333328476
1918715973,66760.0,3,4,8,1,10.0
1918726517,12038.333333333336,2,1,13,1,238.33333333333397
1918726517,12088.333333333336,2,2,13,1,288.33333333333394
1918726517,12032.5,2,3,13,1,232.5
1918726517,11933.333333333336,2,4,13,1,133.33333333333394
1918730484,29839.16666666667,1,1,2,1,64.16666666666788
1918730484,29775.83333333333,1,2,2,1,0.8333333333321207
1918730484,29827.5,1,3,2,1,52.5
1918730484,29780.0,1,4,2,1,5.0
1918730903,79495.0,4,1,2,1,195.0
1918730903,79445.0,4,2,2,1,145.0
1918730903,79463.33333333331,4,3,2,1,163.33333333332848
1918730903,79488.33333333331,4,4,2,1,188.33333333332848
1918734857,30069.16666666667,4,1,1,1,169.16666666666788
1918734857,29985.83333333333,4,2,1,1,85.83333333333213
1918734857,30102.5,4,3,1,1,202.5
1918734857,29995.83333333333,4,4,1,1,95.83333333333212
1918734914,1196.6666666666667,4,1,7,1,71.66666666666674
1918734914,1125.8333333333333,4,2,7,1,0.8333333333332575
1918734914,1221.6666666666667,4,3,7,1,96.66666666666674
1918734914,1131.6666666666667,4,4,7,1,6.666666666666743
1918736166,310.8333333333333,4,1,6,1,285.8333333333333
1918736166,336.6666666666667,4,2,6,1,311.6666666666667
1918736166,308.3333333333333,4,3,6,1,283.3333333333333
1918736166,234.16666666666663,4,4,6,1,209.16666666666663
1918741614,35235.833333333336,2,1,9,1,135.83333333333576
1918741614,35311.666666666664,2,2,9,1,211.66666666666424
1918741614,35257.5,2,3,9,1,157.5
1918741614,35299.166666666664,2,4,9,1,199.16666666666424
1918742454,27228.33333333333,4,1,13,1,128.33333333333212
1918742454,27153.33333333333,4,2,13,1,53.33333333333212
1918742454,27209.16666666667,4,3,13,1,109.16666666666788
1918742454,27149.16666666667,4,4,13,1,49.16666666666788
1918749893,64998.33333333334,3,1,3,1,123.33333333333576
1918749893,64913.33333333334,3,2,3,1,38.33333333333576
1918749893,64985.0,3,3,3,1,110.0
1918749893,64920.83333333334,3,4,3,1,45.83333333333576
1918749893,65130.83333333334,4,1,3,1,255.83333333333576
1918749893,65085.0,4,2,2,1,210.0
1918749893,65030.83333333334,4,3,3,1,155.83333333333573
1918749893,65061.66666666666,4,4,2,1,186.66666666666424
1918751608,58143.33333333334,4,1,13,1,143.33333333333573
1918751608,58093.33333333334,4,2,13,1,93.33333333333576
1918751608,58077.5,4,3,13,1,77.5
1918751608,58096.66666666666,4,4,13,1,96.66666666666424
1918755579,65441.66666666666,4,1,2,1,141.66666666666427
1918755579,65361.66666666666,4,2,2,1,61.66666666666424
1918755579,65413.33333333334,4,3,2,1,113.33333333333576
1918755579,65421.66666666666,4,4,2,1,121.66666666666424
1918912931,49431.66666666666,4,1,5,1,106.66666666666424
1918912931,49537.5,4,2,5,1,212.5
1918912931,49580.0,4,3,5,1,255.0
1918912931,49600.0,4,4,5,1,275.0
1918913636,50569.16666666666,3,1,3,1,119.16666666666424
1918913636,50502.5,3,2,3,1,52.5
1918913636,50540.0,3,3,3,1,90.0
1918913636,50520.83333333334,3,4,3,1,70.83333333333576
1918914278,29816.66666666667,3,1,6,1,266.6666666666679
1918914278,29565.83333333333,3,2,6,1,15.833333333332119
1918914278,29780.83333333333,3,3,6,1,230.8333333333321
1918914278,29585.83333333333,3,4,6,1,35.83333333333212
1918916696,32055.83333333333,4,1,7,1,255.8333333333321
1918916696,32093.33333333333,4,2,7,1,293.3333333333321
1918916696,32049.16666666667,4,3,7,1,249.16666666666785
1918916696,32057.5,4,4,7,1,257.5
1918919190,1814.166666666667,3,1,13,1,189.16666666666674
1918919190,1744.166666666667,3,2,13,1,119.16666666666674
1918919190,1668.333333333333,3,3,13,1,43.33333333333325
1918919190,1883.333333333333,3,4,13,1,258.33333333333326
1918922218,72548.33333333331,3,1,3,1,73.33333333332848
1918922218,72498.33333333331,3,2,3,1,23.333333333328486
1918922218,72538.33333333331,3,3,3,1,63.333333333328476
1918922218,72495.83333333331,3,4,3,1,20.833333333328486
1918925517,51665.0,2,1,15,2,215.0
1918925517,51699.16666666666,2,2,15,2,249.16666666666424
1918925517,51673.33333333334,2,3,15,2,223.33333333333576
1918925517,51611.66666666666,2,4,15,2,161.66666666666427
1918927531,2685.0,2,1,2,1,160.0
1918927531,2561.6666666666665,2,2,2,1,36.66666666666652
1918927531,2700.0,2,3,2,1,175.0
1918927531,2563.333333333333,2,4,2,1,38.33333333333349
1918927896,26318.33333333333,3,1,9,1,118.33333333333212
1918927896,26205.0,3,2,9,1,5.0
1918927896,26301.66666666667,3,3,9,1,101.66666666666788
1918927896,26230.83333333333,3,4,9,1,30.83333333333212
1918928044,19042.5,4,1,6,1,167.5
1918928044,19075.83333333333,4,2,6,1,200.8333333333321
1918928044,19115.83333333333,4,3,6,1,240.8333333333321
1918928044,19060.83333333333,4,4,6,1,185.8333333333321
1918928677,22970.0,2,1,11,1,145.0
1918928677,23015.0,2,2,11,1,190.0
1918928677,22983.33333333333,2,3,11,1,158.33333333333212
1918928677,22932.5,2,4,11,1,107.5
1918931384,24800.83333333333,3,1,12,2,175.83333333333215
1918931384,24627.5,3,2,12,2,2.5
1918931384,24752.5,3,3,12,2,127.5
1918931384,24647.5,3,4,12,2,22.5
1918932945,69425.83333333331,3,1,6,1,150.83333333332848
1918932945,69399.16666666669,3,2,6,1,124.16666666667152
1918932945,69396.66666666669,3,3,6,1,121.66666666667152
1918932945,69430.0,3,4,6,1,155.0
1918935139,83047.5,2,1,13,1,97.5
1918935139,82954.16666666669,2,2,13,1,4.166666666671517
1918935139,83029.16666666669,2,3,13,1,79.16666666667152
1918935139,83040.83333333331,2,4,13,1,90.83333333332848
1918951329,25555.83333333333,3,1,6,1,130.83333333333212
1918951329,25442.5,3,2,6,1,17.5
1918951329,25456.66666666667,3,3,6,1,31.66666666666788
1918951329,25517.5,3,4,6,1,92.5
1918952743,15924.166666666664,2,1,3,1,199.16666666666612
1918952743,15858.333333333336,2,2,3,1,133.33333333333394
1918952743,15918.333333333336,2,3,3,1,193.33333333333397
1918952743,15797.5,2,4,3,1,72.5
1919118560,82396.66666666669,3,1,4,1,71.66666666667152
1919118560,82415.83333333331,3,2,4,1,90.83333333332848
1919118560,82473.33333333331,3,3,4,1,148.33333333332848
1919118560,82359.16666666669,3,4,4,1,34.16666666667152
1919127681,31763.33333333333,1,1,15,1,13.333333333332119
1919127681,31917.5,1,2,15,1,167.5
1919127681,31768.33333333333,1,3,15,1,18.33333333333212
1919127681,31880.0,1,4,15,1,130.0
1919127681,31950.83333333333,2,1,15,1,200.8333333333321
1919127681,31985.0,2,2,14,1,235.0
1919127681,31990.83333333333,2,3,15,1,240.8333333333321
1919127681,31975.0,2,4,14,1,225.0
1919131032,86984.16666666669,4,1,9,1,59.166666666671524
1919131032,87150.0,4,2,9,1,225.0
1919131032,86963.33333333331,4,3,9,1,38.333333333328476
1919131032,87141.66666666669,4,4,9,1,216.66666666667152
1919131502,23442.5,1,1,7,1,17.5
1919131502,23645.83333333333,1,2,7,1,220.8333333333321
1919131502,23439.16666666667,1,3,7,1,14.166666666667881
1919131502,23655.0,1,4,7,1,230.0
1919132199,55328.33333333334,3,1,1,2,153.33333333333573
1919132199,55343.33333333334,3,2,1,2,168.33333333333573
1919132199,55331.66666666666,3,3,1,2,156.66666666666427
1919132199,55345.83333333334,3,4,1,2,170.83333333333573
1919133409,78709.16666666669,3,1,6,1,209.16666666667152
1919133409,78725.0,3,2,6,1,225.0
1919133409,78668.33333333331,3,3,6,1,168.33333333332848
1919133409,78715.0,3,4,6,1,215.0
1919135756,6973.333333333332,3,1,3,1,123.33333333333306
1919135756,6937.5,3,2,3,1,87.5
1919135756,6988.333333333332,3,3,3,1,138.33333333333306
1919135756,6924.166666666668,3,4,3,1,74.16666666666697
1919136137,15440.833333333336,3,1,4,1,140.83333333333394
1919136137,15374.166666666664,3,2,4,1,74.16666666666606
1919136137,15434.166666666664,3,3,4,1,134.16666666666606
1919136137,15371.666666666664,3,4,4,1,71.66666666666606
1919144643,77416.66666666669,1,1,1,2,116.66666666667152
1919144643,77498.33333333331,1,2,1,2,198.33333333332848
1919144643,77426.66666666669,1,3,1,2,126.66666666667152
1919144643,77503.33333333331,1,4,1,2,203.33333333332848
1919147883,58544.16666666666,3,1,4,1,169.16666666666427
1919147883,58552.5,3,2,4,1,177.5
1919147883,58525.0,3,3,4,1,150.0
1919147883,58568.33333333334,3,4,4,1,193.33333333333576
1919148692,4784.166666666667,4,1,5,1,184.166666666667
1919148692,4816.666666666667,4,2,5,1,216.666666666667
1919148692,4815.0,4,3,5,1,215.0
1919148692,4793.333333333333,4,4,5,1,193.333333333333
1919154405,19544.166666666668,3,1,5,1,294.1666666666679
1919154405,19546.666666666668,3,2,6,1,296.6666666666679
1919154405,19562.5,3,3,5,1,312.5
1919154405,19468.33333333333,3,4,5,1,218.3333333333321
1919158646,36654.16666666666,3,1,9,1,154.16666666666427
1919158646,36766.66666666666,3,2,10,1,266.66666666666424
1919158646,36609.16666666666,3,3,9,1,109.16666666666424
1919158646,36619.16666666666,3,4,9,1,119.16666666666424
1919316905,45911.66666666666,4,1,6,1,86.66666666666424
1919316905,45863.33333333334,4,2,6,1,38.33333333333576
1919316905,46020.83333333334,4,3,6,1,195.83333333333576
1919316905,46002.5,4,4,6,1,177.5
1919318109,11406.666666666664,4,1,7,1,206.66666666666612
1919318109,11371.666666666664,4,2,7,1,171.66666666666606
1919318109,11345.0,4,3,6,1,145.0
1919318109,11295.0,4,4,6,1,95.0
1919319405,40957.5,2,1,2,1,232.5
1919319405,40979.16666666666,2,2,2,1,254.16666666666424
1919319405,40962.5,2,3,2,1,237.5
1919319405,40897.5,2,4,2,1,172.5
1919324817,229.16666666666663,3,1,2,1,4.166666666666656
1919324817,246.66666666666663,3,2,2,1,21.666666666666657
1919324817,229.16666666666663,3,3,2,1,4.166666666666656
1919324817,251.66666666666663,3,4,2,1,26.666666666666657
1919326299,29065.83333333333,3,1,7,1,165.83333333333212
1919326299,28994.16666666667,3,2,7,1,94.16666666666788
1919326299,29069.16666666667,3,3,7,1,169.16666666666788
1919326299,28985.83333333333,3,4,7,1,85.83333333333213
1919330360,45340.83333333334,3,1,5,1,215.83333333333576
1919330360,45333.33333333334,3,2,6,1,208.33333333333576
1919330360,45351.66666666666,3,3,5,1,226.66666666666424
1919330360,45347.5,3,4,5,1,222.5
1919333284,60539.16666666666,2,1,1,1,214.16666666666424
1919333284,60538.33333333334,2,2,1,1,213.33333333333576
1919333284,60555.83333333334,2,3,1,1,230.83333333333576
1919333284,60551.66666666666,2,4,1,1,226.66666666666424
1919338488,16657.5,3,1,10,1,82.5
1919338488,16709.166666666668,3,2,10,1,134.16666666666788
1919338488,16592.5,3,3,10,1,17.5
1919338488,16770.833333333332,3,4,10,1,195.8333333333321
1919342415,60523.33333333334,4,1,3,1,298.33333333333576
1919342415,60482.5,4,2,3,1,257.5
1919342415,60461.66666666666,4,3,3,1,236.66666666666424
1919342415,60489.16666666666,4,4,3,1,264.16666666666424
1919343844,2380.833333333333,4,1,4,2,5.833333333333485
1919343844,2431.6666666666665,4,2,4,2,56.66666666666653
1919343844,2382.5,4,3,4,2,7.5
1919343844,2433.333333333333,4,4,4,2,58.33333333333349
1919345751,52865.0,1,1,11,1,90.0
1919345751,52975.0,1,2,11,1,200.0
1919345751,52852.5,1,3,11,1,77.5
1919345751,52963.33333333334,1,4,11,1,188.33333333333576
1919345843,33664.166666666664,4,1,4,2,39.16666666666424
1919345843,33650.833333333336,4,2,4,2,25.833333333335762
1919345843,33675.833333333336,4,3,4,2,50.83333333333576
1919345843,33645.833333333336,4,4,4,2,20.833333333335762
1919350043,33985.833333333336,3,1,3,1,35.83333333333576
1919350043,34070.0,3,2,3,1,120.0
1919350043,33979.166666666664,3,3,3,1,29.166666666664238
1919350043,34058.333333333336,3,4,3,1,108.33333333333576
1919354250,56709.16666666666,2,1,2,1,134.16666666666424
1919354250,56582.5,2,2,2,1,7.5
1919354250,56714.16666666666,2,3,2,1,139.16666666666424
1919354250,56580.0,2,4,2,1,5.0
1919515473,84716.66666666669,4,1,1,1,116.66666666667152
1919515473,84735.83333333331,4,2,1,1,135.83333333332848
1919515473,84690.83333333331,4,3,1,1,90.83333333332848
1919515473,84700.83333333331,4,4,1,1,100.83333333332848
1919519158,62465.83333333334,1,1,5,1,140.83333333333573
1919519158,62470.0,1,2,6,1,145.0
1919519158,62463.33333333334,1,3,5,1,138.33333333333576
1919519158,62516.66666666666,1,4,5,1,191.66666666666424
1919520132,49341.66666666666,3,1,7,1,91.66666666666424
1919520132,49380.83333333334,3,2,7,1,130.83333333333576
1919520132,49344.16666666666,3,3,7,1,94.16666666666424
1919520132,49375.83333333334,3,4,7,1,125.83333333333576
1919520453,74945.83333333331,1,1,5,1,95.83333333332848
1919520453,74981.66666666669,1,2,5,1,131.66666666667152
1919520453,74956.66666666669,1,3,5,1,106.66666666667152
1919520453,74962.5,1,4,5,1,112.5
1919520833,13731.666666666664,4,1,6,1,6.6666666666660594
1919520833,13969.166666666664,4,2,6,1,244.16666666666612
1919520833,13997.5,4,3,5,1,272.5
1919520833,13974.166666666664,4,4,5,1,249.16666666666612
1919524810,13459.166666666664,4,1,4,1,9.16666666666606
1919524810,13595.833333333336,4,2,4,1,145.83333333333394
1919524810,13457.5,4,3,4,1,7.5
1919524810,13611.666666666664,4,4,4,1,161.66666666666606
1919525519,16116.666666666664,3,1,4,1,16.66666666666606
1919525519,16245.833333333336,3,2,4,1,145.83333333333394
1919525519,16130.0,3,3,4,1,30.0
1919525519,16232.5,3,4,4,1,132.5
1919529302,69440.0,1,1,5,2,140.0
1919529302,69366.66666666669,1,2,5,2,66.66666666667152
1919529302,69454.16666666669,1,3,5,2,154.16666666667152
1919529302,69354.16666666669,1,4,5,2,54.166666666671524
1919529569,6975.0,3,1,4,1,100.0
1919529569,6921.666666666668,3,2,4,1,46.66666666666696
1919529569,6965.833333333332,3,3,4,1,90.83333333333306
1919529569,6946.666666666668,3,4,4,1,71.66666666666697
1919529846,55153.33333333334,3,1,9,1,128.33333333333576
1919529846,55243.33333333334,3,2,9,1,218.33333333333576
1919529846,55149.16666666666,3,3,9,1,124.16666666666424
1919529846,55266.66666666666,3,4,9,1,241.66666666666424
1919536329,83300.83333333331,4,1,6,3,50.833333333328476
1919536329,83317.5,4,2,6,3,67.5
1919536329,83275.83333333331,4,3,6,3,25.833333333328486
1919536329,83323.33333333331,4,4,6,3,73.33333333332848
1919538185,81868.33333333331,2,1,3,1,118.33333333332848
1919538185,81812.5,2,2,3,1,62.5
1919538185,81868.33333333331,2,3,3,1,118.33333333332848
1919538185,81800.83333333331,2,4,3,1,50.833333333328476
1919539664,31434.16666666667,3,1,2,1,59.16666666666788
1919539664,31517.5,3,2,2,1,142.5
1919539664,31416.66666666667,3,3,2,1,41.66666666666788
1919539664,31494.16666666667,3,4,2,1,119.16666666666788
1919541650,57420.0,2,1,3,2,20.0
1919541650,57545.83333333334,2,2,3,2,145.83333333333573
1919541650,57428.33333333334,2,3,3,2,28.333333333335762
1919541650,57425.83333333334,2,4,3,2,25.833333333335762
1919542374,47978.33333333334,3,1,8,1,178.33333333333576
1919542374,48003.33333333334,3,2,9,1,203.33333333333576
1919542374,47967.5,3,3,8,1,167.5
1919542374,47812.5,3,4,8,1,12.5
1919561506,13347.5,4,1,5,1,97.5
1919561506,13335.0,4,2,6,1,85.0
1919561506,13277.5,4,3,6,1,27.5
1919561506,13333.333333333336,4,4,6,1,83.33333333333394
1919728888,79513.33333333331,4,1,9,1,163.33333333332848
1919728888,79416.66666666669,4,2,10,1,66.66666666667152
1919728888,79512.5,4,3,10,1,162.5
1919728888,79420.0,4,4,10,1,70.0
1919731825,24524.16666666667,2,1,6,1,124.16666666666788
1919731825,24528.33333333333,2,2,7,1,128.33333333333212
1919731825,24582.5,2,3,7,1,182.5
1919731825,24509.16666666667,2,4,7,1,109.16666666666788
1919734030,33792.5,3,1,4,1,192.5
1919734030,33744.166666666664,3,2,4,1,144.16666666666427
1919734030,33613.333333333336,3,3,4,1,13.33333333333576
1919734030,33900.833333333336,3,4,4,1,300.83333333333576
1919734406,85239.16666666669,4,1,9,1,39.166666666671524
1919734406,85350.83333333331,4,2,9,1,150.83333333332848
1919734406,85209.16666666669,4,3,9,1,9.166666666671516
1919734406,85379.16666666669,4,4,9,1,179.16666666667152
1919743215,29775.83333333333,3,1,6,1,125.83333333333212
1919743215,29700.0,3,2,6,1,50.0
1919743215,29750.83333333333,3,3,6,1,100.83333333333212
1919743215,29718.33333333333,3,4,6,1,68.33333333333212
1919754104,54149.16666666666,2,1,16,2,99.16666666666424
1919754104,54178.33333333334,2,2,16,2,128.33333333333576
1919754104,54078.33333333334,2,3,15,2,28.333333333335762
1919754104,54078.33333333334,2,4,15,2,28.333333333335762
1919756324,65520.0,2,1,1,1,145.0
1919756324,65385.0,2,2,1,1,10.0
